subject_id,session_id,run_id,trial_index,motion_direction,estimate_deg,prior_mean,prior_std,motion_coherence,prior_kappa_t,predicted_estimate_deg,p_observed,predicted_error_from_motion,observed_error_from_motion,fit_readout,model_simulated_estimate_deg,model_simulated_error_from_motion,model_simulated_is_lapse
1,1,1,17,245.0,229.02086021812568,225.0,10.0,0.06,40.25496066545633,227.0,0.0210906534134747,-18.0,-15.979139781874323,MAP,222.11736489239172,-22.88263510760828,True
1,1,1,18,225.0,226.72902903760223,225.0,10.0,0.06,40.25496066545633,225.0,0.0211321403159967,0.0,1.7290290376022313,MAP,219.4639728257924,-5.5360271742075895,False
1,1,2,1,255.0,201.51888605184607,225.0,80.0,0.06,2.5507036512246857,243.0,0.0013765808446135,-12.0,-53.48111394815393,MAP,259.90350171192796,4.903501711927959,False
1,1,2,2,235.0,214.12395754472416,225.0,80.0,0.06,2.2540783611961173,231.0,0.0128172437856822,-4.0,-20.87604245527584,MAP,78.976296836417,-156.02370316358298,True
1,1,2,3,235.0,219.85353549603232,225.0,80.0,0.12,2.040619834389948,233.0,0.0156105552318003,-2.0,-15.146464503967678,MAP,219.2913093770597,-15.70869062294031,False
1,1,2,4,185.0,214.12395754472416,225.0,80.0,0.06,1.8870100640906196,198.0,0.013387345128471,13.0,29.123957544724163,MAP,203.47483452728844,18.474834527288436,False
1,1,2,5,335.0,179.74648983687482,225.0,80.0,0.06,1.776468864896273,307.0,0.0003427373776985,-28.0,-155.25351016312518,MAP,293.9120090391331,-41.087990960866875,False
1,1,2,6,155.0,151.09860008033374,225.0,80.0,0.12,1.6969208212040447,163.0,0.016497753351278,8.0,-3.901399919666261,MAP,149.48443633857192,-5.515563661428075,False
1,1,2,7,165.0,152.2445156705954,225.0,80.0,0.12,1.6396761802793938,172.0,0.0106659782881921,7.0,-12.755484329404595,MAP,165.2461722437157,0.246172243715705,False
1,1,2,8,215.0,168.28733393425836,225.0,80.0,0.06,1.5984815919213098,218.0,0.0006451371190422,3.0,-46.71266606574165,MAP,214.04127379728502,-0.9587262027149848,False
1,1,2,9,265.0,267.9819902870216,225.0,80.0,0.06,1.5688369984260746,253.0,0.0142503019336421,-12.0,2.981990287021574,MAP,259.94164815569053,-5.05835184430947,False
1,1,2,10,195.0,202.66480164210773,225.0,80.0,0.06,1.54750405255807,204.0,0.0211779892175119,9.0,7.664801642107733,MAP,234.86782807196604,39.867828071966045,False
1,1,2,11,235.0,201.51888605184607,225.0,80.0,0.06,1.53215236357369,232.0,0.0043306681744085,-3.0,-33.48111394815393,MAP,201.10109325416295,-33.89890674583705,False
1,1,2,12,225.0,206.10254841289265,225.0,80.0,0.12,1.5211049275500232,225.0,0.0112978458349799,0.0,-18.897451587107383,MAP,192.90500008515397,-32.09499991484603,False
1,1,2,13,255.0,212.9780419544626,225.0,80.0,0.06,1.513154933069208,246.0,0.0033576272271764,-9.0,-42.02195804553739,MAP,262.83619720751807,7.836197207518069,False
1,1,2,14,205.0,211.8321263642009,225.0,80.0,0.06,1.5074339302854314,211.0,0.0212195026294618,6.0,6.832126364200889,MAP,199.27303424569828,-5.726965754301716,True
1,1,2,15,115.0,179.74648983687482,225.0,80.0,0.06,1.5033169622886655,139.0,0.0014865227091457,24.0,64.74648983687482,MAP,109.26401095018919,-5.735989049810826,False
1,1,2,16,115.0,96.09465174777466,225.0,80.0,0.12,1.5003542954054303,123.0,0.0060536894301487,8.0,-18.905348252225338,MAP,128.2979492469699,13.297949246969893,False
1,1,2,17,215.0,137.3476129971939,225.0,80.0,0.06,1.498222290719478,218.0,0.000343649153654,3.0,-77.65238700280611,MAP,206.25266953383496,-8.747330466165039,False
1,1,2,18,155.0,165.99550275373505,225.0,80.0,0.12,1.496688050063992,162.0,0.0206457071648695,7.0,10.995502753735051,MAP,310.1818295586018,155.1818295586018,True
1,1,3,1,225.0,214.12395754472416,225.0,20.0,0.06,11.375238679602692,225.0,0.0171967567976775,0.0,-10.876042455275837,MAP,225.9489177526882,0.9489177526882031,False
1,1,3,2,215.0,230.1667758083872,225.0,20.0,0.06,11.452985762777724,223.0,0.0193771800383493,8.0,15.1667758083872,MAP,246.15000457790563,31.150004577905634,False
1,1,3,3,225.0,220.9994510862942,225.0,20.0,0.06,11.508934390207374,225.0,0.0206442127945351,0.0,-4.000548913705785,MAP,230.24927465228694,5.2492746522869425,False
1,1,3,4,245.0,243.917762891527,225.0,20.0,0.24,11.549196336809464,238.0,0.0199523870760493,-7.0,-1.0822371084730094,MAP,242.78083666829653,-2.21916333170347,False
1,1,3,5,235.0,223.29128226681752,225.0,20.0,0.06,11.578169779388157,227.0,0.020727708921731,-8.0,-11.708717733182482,MAP,226.95763056241472,-8.042369437585279,False
1,1,3,6,195.0,224.43719785707907,225.0,20.0,0.24,11.599019749290436,206.0,0.0116407354241525,11.0,29.43719785707907,MAP,203.0179220506919,8.017922050691908,False
